"","Channel 1 Last (F)","Channel 1 Ave. (F)","Channel 1 Min. (F)","Channel 1 Max. (F)"
"00:12:57","","","",""
"00:12:58","","","",""
"00:12:59","","","",""
"00:13:00","","","",""
"00:13:01","","","",""
"00:13:02","","","",""
"00:13:03","","","",""
"00:13:04","","","",""
"00:13:05","","","",""
"00:13:06","","","",""
"00:13:07","","","",""
"00:13:08","","","",""
"00:13:09","","","",""
"00:13:10","","","",""
"00:13:11","","","",""
"00:13:12","","","",""
"00:13:13","","","",""
"00:13:14","","","",""
"00:13:15","","","",""
"00:13:16","","","",""
"00:13:17","","","",""
"00:13:18","","","",""
"00:13:19","","","",""
"00:13:20","","","",""
"00:13:21","","","",""
"00:13:22","","","",""
"00:13:23","","","",""
"00:13:24","","","",""
"00:13:25","","","",""
"00:13:26","","","",""
"00:13:27","","","",""
"00:13:28","","","",""
"00:13:29","","","",""
"00:13:30","","","",""
"00:13:31","","","",""
"00:13:32","","","",""
"00:13:33","","","",""
"00:13:34","","","",""
"00:13:35","","","",""
"00:13:36","","","",""
"00:13:37","","","",""
"00:13:38","","","",""
"00:13:39","","","",""
"00:13:40","","","",""
"00:13:41","","","",""
"00:13:42","","","",""
"00:13:43","","","",""
"00:13:44","","","",""
"00:13:45","","","",""
"00:13:46","","","",""
"00:13:47","","","",""
"00:13:48","","","",""
"00:13:49","","","",""
"00:13:50","","","",""
"00:13:51","","","",""
"00:13:52","","","",""
"00:13:53","","","",""
"00:13:54","","","",""
"00:13:55","","","",""
"00:13:56","","","",""
"00:13:57","","","",""
"00:13:58","","","",""
"00:13:59","","","",""
"00:14:00","","","",""
"00:14:01","","","",""
"00:14:02","","","",""
"00:14:03","","","",""
"00:14:04","","","",""
"00:14:05","","","",""
"00:14:06","","","",""
"00:14:07","","","",""
"00:14:08","","","",""
"00:14:09","","","",""
"00:14:10","","","",""
"00:14:11","","","",""
"00:14:12","","","",""
"00:14:13","","","",""
"00:14:14","","","",""
"00:14:15","","","",""
"00:14:16","","","",""
"00:14:17","","","",""
"00:14:18","","","",""
"00:14:19","","","",""
"00:14:20","","","",""
"00:14:21","","","",""
"00:14:22","","","",""
"00:14:23","","","",""
"00:14:24","","","",""
"00:14:25","","","",""
"00:14:26","","","",""
"00:14:27","","","",""
"00:14:28","","","",""
"00:14:29","","","",""
"00:14:30","","","",""
"00:14:31","","","",""
"00:14:32","","","",""
"00:14:33","","","",""
"00:14:34","","","",""
"00:14:35","","","",""
"00:14:36","","","",""
"00:14:37","","","",""
"00:14:38","","","",""
"00:14:39","","","",""
"00:14:40","","","",""
"00:14:41","","","",""
"00:14:42","","","",""
"00:14:43","","","",""
"00:14:44","","","",""
"00:14:45","","","",""
"00:14:46","","","",""
"00:14:47","","","",""
"00:14:48","","","",""
"00:14:49","","","",""
"00:14:50","","","",""
"00:14:51","","","",""
"00:14:52","","","",""
"00:14:53","","","",""
"00:14:54","","","",""
"00:14:55","","","",""
"00:14:56","","","",""
"00:14:57","","","",""
"00:14:58","","","",""
"00:14:59","","","",""
"00:15:00","","","",""
"00:15:01","","","",""
"00:15:02","","","",""
"00:15:03","","","",""
"00:15:04","","","",""
"00:15:05","","","",""
"00:15:06","","","",""
"00:15:07","","","",""
"00:15:08","","","",""
"00:15:09","","","",""
"00:15:10","","","",""
"00:15:11","","","",""
"00:15:12","","","",""
"00:15:13","","","",""
"00:15:14","","","",""
"00:15:15","","","",""
"00:15:16","","","",""
"00:15:17","","","",""
"00:15:18","","","",""
"00:15:19","","","",""
"00:15:20","","","",""
"00:15:21","","","",""
"00:15:22","","","",""
"00:15:23","","","",""
"00:15:24","","","",""
"00:15:25","","","",""
"00:15:26","","","",""
"00:15:27","","","",""
"00:15:28","","","",""
"00:15:29","","","",""
"00:15:30","","","",""
"00:15:31","","","",""
"00:15:32","","","",""
"00:15:33","","","",""
"00:15:34","","","",""
"00:15:35","","","",""
"00:15:36","","","",""
"00:15:37","","","",""
"00:15:38","","","",""
"00:15:39","","","",""
"00:15:40","","","",""
"00:15:41","","","",""
"00:15:42","","","",""
"00:15:43","","","",""
"00:15:44","","","",""
"00:15:45","","","",""
"00:15:46","","","",""
"00:15:47","","","",""
"00:15:48","","","",""
"00:15:49","","","",""
"00:15:50","","","",""
"00:15:51","","","",""
"00:15:52","","","",""
"00:15:53","","","",""
"00:15:54","","","",""
"00:15:55","","","",""
"00:15:56","","","",""
"00:15:57","","","",""
"00:15:58","","","",""
"00:15:59","","","",""
"00:16:00","","","",""
"00:16:01","","","",""
"00:16:02","","","",""
"00:16:03","","","",""
"00:16:04","","","",""
"00:16:05","","","",""
"00:16:06","","","",""
"00:16:07","","","",""
"00:16:08","","","",""
"00:16:09","","","",""
"00:16:10","","","",""
"00:16:11","","","",""
"00:16:12","","","",""
"00:16:13","","","",""
"00:16:14","","","",""
"00:16:15","","","",""
"00:16:16","","","",""
"00:16:17","","","",""
"00:16:18","","","",""
"00:16:19","","","",""
"00:16:20","","","",""
"00:16:21","","","",""
"00:16:22","","","",""
"00:16:23","","","",""
"00:16:24","","","",""
"00:16:25","","","",""
"00:16:26","","","",""
"00:16:27","","","",""
"00:16:28","","","",""
"00:16:29","","","",""
"00:16:30","","","",""
"00:16:31","","","",""
"00:16:32","","","",""
"00:16:33","","","",""
"00:16:34","","","",""
"00:16:35","","","",""
"00:16:36","","","",""
"00:16:37","","","",""
"00:16:38","","","",""
"00:16:39","","","",""
"00:16:40","","","",""
"00:16:41","","","",""
"00:16:42","","","",""
"00:16:43","","","",""
"00:16:44","","","",""
"00:16:45","","","",""
"00:16:46","","","",""
"00:16:47","","","",""
"00:16:48","","","",""
"00:16:49","","","",""
"00:16:50","","","",""
"00:16:51","","","",""
"00:16:52","","","",""
"00:16:53","","","",""
"00:16:54","","","",""
"00:16:55","","","",""
"00:16:56","","","",""
"00:16:57","","","",""
"00:16:58","","","",""
"00:16:59","","","",""
"00:17:00","","","",""
"00:17:01","","","",""
"00:17:02","","","",""
"00:17:03","","","",""
"00:17:04","","","",""
"00:17:05","","","",""
"00:17:06","","","",""
"00:17:07","","","",""
"00:17:08","","","",""
"00:17:09","","","",""
"00:17:10","","","",""
"00:17:11","","","",""
"00:17:12","","","",""
"00:17:13","","","",""
"00:17:14","","","",""
"00:17:15","","","",""
"00:17:16","","","",""
"00:17:17","","","",""
"00:17:18","","","",""
"00:17:19","","","",""
"00:17:20","","","",""
"00:17:21","","","",""
"00:17:22","","","",""
"00:17:23","","","",""
"00:17:24","","","",""
"00:17:25","","","",""
"00:17:26","","","",""
"00:17:27","","","",""
"00:17:28","","","",""
"00:17:29","","","",""
"00:17:30","","","",""
"00:17:31","","","",""
"00:17:32","","","",""
"00:17:33","","","",""
"00:17:34","","","",""
"00:17:35","","","",""
"00:17:36","","","",""
"00:17:37","","","",""
"00:17:38","","","",""
"00:17:39","","","",""
"00:17:40","","","",""
"00:17:41","","","",""
"00:17:42","","","",""
"00:17:43","","","",""
"00:17:44","","","",""
"00:17:45","","","",""
"00:17:46","","","",""
"00:17:47","","","",""
"00:17:48","","","",""
"00:17:49","","","",""
"00:17:50","","","",""
"00:17:51","","","",""
"00:17:52","","","",""
"00:17:53","","","",""
"00:17:54","","","",""
"00:17:55","","","",""
"00:17:56","","","",""
"00:17:57","","","",""
"00:17:58","","","",""
"00:17:59","","","",""
"00:18:00","","","",""
"00:18:01","","","",""
"00:18:02","","","",""
"00:18:03","","","",""
"00:18:04","","","",""
"00:18:05","","","",""
"00:18:06","","","",""
"00:18:07","","","",""
"00:18:08","","","",""
"00:18:09","","","",""
"00:18:10","","","",""
"00:18:11","","","",""
"00:18:12","","","",""
"00:18:13","","","",""
"00:18:14","","","",""
"00:18:15","","","",""
"00:18:16","","","",""
"00:18:17","","","",""
"00:18:18","","","",""
"00:18:19","","","",""
"00:18:20","","","",""
"00:18:21","","","",""
"00:18:22","","","",""
"00:18:23","","","",""
"00:18:24","","","",""
"00:18:25","","","",""
"00:18:26","","","",""
"00:18:27","","","",""
"00:18:28","","","",""
"00:18:29","","","",""
"00:18:30","","","",""
"00:18:31","","","",""
"00:18:32","","","",""
"00:18:33","","","",""
"00:18:34","","","",""
"00:18:35","","","",""
"00:18:36","","","",""
"00:18:37","","","",""
"00:18:38","","","",""
"00:18:39","","","",""
"00:18:40","","","",""
"00:18:41","","","",""
"00:18:42","","","",""
"00:18:43","","","",""
"00:18:44","","","",""
"00:18:45","","","",""
"00:18:46","","","",""
"00:18:47","","","",""
"00:18:48","","","",""
"00:18:49","","","",""
"00:18:50","","","",""
"00:18:51","","","",""
"00:18:52","","","",""
"00:18:53","","","",""
"00:18:54","","","",""
"00:18:55","","","",""
"00:18:56","","","",""
"00:18:57","","","",""
"00:18:58","","","",""
"00:18:59","","","",""
"00:19:00","","","",""
"00:19:01","","","",""
"00:19:02","","","",""
"00:19:03","","","",""
"00:19:04","","","",""
"00:19:05","","","",""
"00:19:06","","","",""
"00:19:07","","","",""
"00:19:08","","","",""
"00:19:09","","","",""
"00:19:10","","","",""
"00:19:11","","","",""
"00:19:12","","","",""
"00:19:13","","","",""
"00:19:14","","","",""
"00:19:15","","","",""
"00:19:16","","","",""
"00:19:17","","","",""
"00:19:18","","","",""
"00:19:19","","","",""
"00:19:20","","","",""
"00:19:21","","","",""
"00:19:22","","","",""
"00:19:23","","","",""
"00:19:24","","","",""
"00:19:25","","","",""
"00:19:26","","","",""
"00:19:27","","","",""
"00:19:28","","","",""
"00:19:29","","","",""
"00:19:30","","","",""
"00:19:31","","","",""
"00:19:32","","","",""
"00:19:33","","","",""
"00:19:34","","","",""
"00:19:35","","","",""
"00:19:36","","","",""
"00:19:37","","","",""
"00:19:38","","","",""
"00:19:39","","","",""
"00:19:40","","","",""
"00:19:41","","","",""
"00:19:42","","","",""
"00:19:43","","","",""
"00:19:44","","","",""
"00:19:45","","","",""
"00:19:46","","","",""
"00:19:47","","","",""
"00:19:48","","","",""
"00:19:49","","","",""
"00:19:50","","","",""
"00:19:51","","","",""
"00:19:52","","","",""
"00:19:53","","","",""
"00:19:54","","","",""
"00:19:55","","","",""
"00:19:56","","","",""
"00:19:57","","","",""
"00:19:58","","","",""
"00:19:59","","","",""
"00:20:00","","","",""
"00:20:01","","","",""
"00:20:02","","","",""
"00:20:03","","","",""
"00:20:04","","","",""
"00:20:05","","","",""
"00:20:06","","","",""
"00:20:07","","","",""
"00:20:08","","","",""
"00:20:09","","","",""
"00:20:10","","","",""
"00:20:11","","","",""
"00:20:12","","","",""
"00:20:13","","","",""
"00:20:14","","","",""
"00:20:15","","","",""
"00:20:16","","","",""
"00:20:17","","","",""
"00:20:18","","","",""
"00:20:19","","","",""
"00:20:20","","","",""
"00:20:21","","","",""
"00:20:22","","","",""
"00:20:23","","","",""
"00:20:24","","","",""
"00:20:25","","","",""
"00:20:26","","","",""
"00:20:27","","","",""
"00:20:28","","","",""
"00:20:29","","","",""
"00:20:30","","","",""
"00:20:31","","","",""
"00:20:32","","","",""
"00:20:33","","","",""
"00:20:34","","","",""
"00:20:35","","","",""
"00:20:36","","","",""
"00:20:37","","","",""
"00:20:38","","","",""
"00:20:39","","","",""
"00:20:40","","","",""
"00:20:41","","","",""
"00:20:42","","","",""
"00:20:43","","","",""
"00:20:44","","","",""
"00:20:45","","","",""
"00:20:46","","","",""
"00:20:47","","","",""
"00:20:48","","","",""
"00:20:49","","","",""
"00:20:50","","","",""
"00:20:51","","","",""
"00:20:52","","","",""
"00:20:53","","","",""
"00:20:54","","","",""
"00:20:55","","","",""
"00:20:56","","","",""
"00:20:57","","","",""
"00:20:58","","","",""
"00:20:59","","","",""
"00:21:00","","","",""
"00:21:01","","","",""
"00:21:02","","","",""
"00:21:03","","","",""
"00:21:04","","","",""
"00:21:05","","","",""
"00:21:06","","","",""
"00:21:07","","","",""
"00:21:08","","","",""
"00:21:09","","","",""
"00:21:10","","","",""
"00:21:11","","","",""
"00:21:12","","","",""
"00:21:13","","","",""
"00:21:14","","","",""
"00:21:15","","","",""
"00:21:16","","","",""
"00:21:17","","","",""
"00:21:18","","","",""
"00:21:19","","","",""
"00:21:20","","","",""
"00:21:21","","","",""
"00:21:22","","","",""
"00:21:23","","","",""
"00:21:24","","","",""
"00:21:25","","","",""
"00:21:26","","","",""
"00:21:27","","","",""
"00:21:28","","","",""
"00:21:29","","","",""
"00:21:30","","","",""
"00:21:31","","","",""
"00:21:32","","","",""
"00:21:33","","","",""
"00:21:34","","","",""
"00:21:35","","","",""
"00:21:36","","","",""
"00:21:37","","","",""
"00:21:38","","","",""
"00:21:39","","","",""
"00:21:40","","","",""
"00:21:41","","","",""
"00:21:42","","","",""
"00:21:43","","","",""
"00:21:44","","","",""
"00:21:45","","","",""
"00:21:46","","","",""
"00:21:47","","","",""
"00:21:48","","","",""
"00:21:49","","","",""
"00:21:50","","","",""
"00:21:51","","","",""
"00:21:52","","","",""
"00:21:53","","","",""
"00:21:54","","","",""
"00:21:55","","","",""
"00:21:56","","","",""
"00:21:57","","","",""
"00:21:58","","","",""
"00:21:59","","","",""
"00:22:00","","","",""
"00:22:01","","","",""
"00:22:02","","","",""
"00:22:03","","","",""
"00:22:04","","","",""
"00:22:05","","","",""
"00:22:06","","","",""
"00:22:07","","","",""
"00:22:08","","","",""
"00:22:09","","","",""
"00:22:10","","","",""
"00:22:11","","","",""
"00:22:12","","","",""
"00:22:13","","","",""
"00:22:14","","","",""
"00:22:15","","","",""
"00:22:16","","","",""
"00:22:17","","","",""
"00:22:18","","","",""
"00:22:19","","","",""
"00:22:20","","","",""
"00:22:21","","","",""
"00:22:22","","","",""
"00:22:23","","","",""
"00:22:24","","","",""
"00:22:25","","","",""
"00:22:26","","","",""
"00:22:27","","","",""
"00:22:28","","","",""
"00:22:29","","","",""
"00:22:30","","","",""
"00:22:31","","","",""
"00:22:32","","","",""
"00:22:33","","","",""
"00:22:34","","","",""
"00:22:35","","","",""
"00:22:36","","","",""
"00:22:37","","","",""
"00:22:38","","","",""
"00:22:39","","","",""
"00:22:40","","","",""
"00:22:41","","","",""
"00:22:42","","","",""
"00:22:43","","","",""
"00:22:44","","","",""
"00:22:45","","","",""
"00:22:46","","","",""
"00:22:47","","","",""
"00:22:48","","","",""
"00:22:49","","","",""
"00:22:50","","","",""
"00:22:51","","","",""
"00:22:52","","","",""
"00:22:53","","","",""
"00:22:54","","","",""
"00:22:55","","","",""
"00:22:56","","","",""
"00:22:57","","","",""
"00:22:58","","","",""
"00:22:59","","","",""
"00:23:00","","","",""
"00:23:01","","","",""
"00:23:02","","","",""
"00:23:03","","","",""
"00:23:04","","","",""
"00:23:05","","","",""
"00:23:06","","","",""
"00:23:07","","","",""
"00:23:08","","","",""
"00:23:09","","","",""
"00:23:10","","","",""
"00:23:11","","","",""
"00:23:12","","","",""
"00:23:13","","","",""
"00:23:14","","","",""
"00:23:15","","","",""
"00:23:16","","","",""
"00:23:17","","","",""
"00:23:18","","","",""
"00:23:19","","","",""
"00:23:20","","","",""
"00:23:21","","","",""
"00:23:22","","","",""
"00:23:23","","","",""
"00:23:24","","","",""
"00:23:25","","","",""
"00:23:26","","","",""
"00:23:27","","","",""
"00:23:28","","","",""
"00:23:29","","","",""
"00:23:30","","","",""
"00:23:31","","","",""
"00:23:32","","","",""
"00:23:33","","","",""
"00:23:34","","","",""
"00:23:35","","","",""
"00:23:36","","","",""
"00:23:37","","","",""
"00:23:38","","","",""
"00:23:39","","","",""
"00:23:40","","","",""
"00:23:41","","","",""
"00:23:42","","","",""
"00:23:43","","","",""
"00:23:44","","","",""
"00:23:45","","","",""
"00:23:46","","","",""
"00:23:47","","","",""
"00:23:48","","","",""
"00:23:49","","","",""
"00:23:50","","","",""
"00:23:51","","","",""
"00:23:52","","","",""
"00:23:53","","","",""
"00:23:54","","","",""
"00:23:55","","","",""
"00:23:56","","","",""
"00:23:57","","","",""
"00:23:58","","","",""
"00:23:59","","","",""
"00:24:00","","","",""
"00:24:01","","","",""
"00:24:02","","","",""
"00:24:03","","","",""
"00:24:04","","","",""
"00:24:05","","","",""
"00:24:06","","","",""
"00:24:07","","","",""
"00:24:08","","","",""
"00:24:09","","","",""
"00:24:10","","","",""
"00:24:11","","","",""
"00:24:12","","","",""
"00:24:13","","","",""
"00:24:14","","","",""
"00:24:15","","","",""
"00:24:16","","","",""
"00:24:17","","","",""
"00:24:18","","","",""
"00:24:19","","","",""
"00:24:20","","","",""
"00:24:21","","","",""
"00:24:22","","","",""
"00:24:23","","","",""
"00:24:24","","","",""
"00:24:25","","","",""
"00:24:26","","","",""
"00:24:27","","","",""
"00:24:28","","","",""
"00:24:29","","","",""
"00:24:30","","","",""
"00:24:31","","","",""
"00:24:32","","","",""
"00:24:33","","","",""
"00:24:34","","","",""
"00:24:35","","","",""
"00:24:36","","","",""
"00:24:37","","","",""
"00:24:38","","","",""
"00:24:39","","","",""
"00:24:40","","","",""
"00:24:41","","","",""
"00:24:42","","","",""
"00:24:43","","","",""
"00:24:44","","","",""
"00:24:45","","","",""
"00:24:46","","","",""
"00:24:47","","","",""
"00:24:48","","","",""
"00:24:49","","","",""
"00:24:50","","","",""
"00:24:51","","","",""
"00:24:52","","","",""
"00:24:53","","","",""
"00:24:54","","","",""
"00:24:55","","","",""
"00:24:56","","","",""
"00:24:57","","","",""
"00:24:58","","","",""
"00:24:59","","","",""
"00:25:00","","","",""
"00:25:01","","","",""
"00:25:02","","","",""
"00:25:03","","","",""
"00:25:04","","","",""
"00:25:05","","","",""
"00:25:06","","","",""
"00:25:07","","","",""
"00:25:08","","","",""
"00:25:09","","","",""
"00:25:10","","","",""
"00:25:11","","","",""
"00:25:12","","","",""
"00:25:13","","","",""
"00:25:14","","","",""
"00:25:15","","","",""
"00:25:16","","","",""
"00:25:17","","","",""
"00:25:18","","","",""
"00:25:19","","","",""
"00:25:20","","","",""
"00:25:21","","","",""
"00:25:22","","","",""
"00:25:23","","","",""
"00:25:24","","","",""
"00:25:25","","","",""
"00:25:26","","","",""
"00:25:27","","","",""
"00:25:28","","","",""
"00:25:29","","","",""
"00:25:30","","","",""
"00:25:31","","","",""
"00:25:32","","","",""
"00:25:33","","","",""
"00:25:34","","","",""
"00:25:35","","","",""
"00:25:36","","","",""
"00:25:37","","","",""
"00:25:38","","","",""
"00:25:39","","","",""
"00:25:40","","","",""
"00:25:41","","","",""
"00:25:42","","","",""
"00:25:43","","","",""
"00:25:44","","","",""
"00:25:45","","","",""
"00:25:46","","","",""
"00:25:47","","","",""
"00:25:48","","","",""
"00:25:49","","","",""
"00:25:50","","","",""
"00:25:51","","","",""
"00:25:52","","","",""
"00:25:53","","","",""
"00:25:54","","","",""
"00:25:55","","","",""
"00:25:56","","","",""
"00:25:57","","","",""
"00:25:58","","","",""
"00:25:59","","","",""
"00:26:00","","","",""
"00:26:01","","","",""
"00:26:02","","","",""
"00:26:03","","","",""
"00:26:04","","","",""
"00:26:05","","","",""
"00:26:06","","","",""
"00:26:07","","","",""
"00:26:08","","","",""
"00:26:09","","","",""
"00:26:10","","","",""
"00:26:11","","","",""
"00:26:12","","","",""
"00:26:13","","","",""
"00:26:14","","","",""
"00:26:15","","","",""
"00:26:16","","","",""
"00:26:17","","","",""
"00:26:18","","","",""
"00:26:19","","","",""
"00:26:20","","","",""
"00:26:21","","","",""
"00:26:22","","","",""
"00:26:23","","","",""
"00:26:24","","","",""
"00:26:25","","","",""
"00:26:26","","","",""
"00:26:27","","","",""
"00:26:28","","","",""
"00:26:29","","","",""
"00:26:30","","","",""
"00:26:31","","","",""
"00:26:32","","","",""
"00:26:33","","","",""
"00:26:34","","","",""
"00:26:35","","","",""
"00:26:36","","","",""
"00:26:37","","","",""
"00:26:38","","","",""
"00:26:39","","","",""
"00:26:40","","","",""
"00:26:41","","","",""
"00:26:42","","","",""
"00:26:43","","","",""
"00:26:44","","","",""
"00:26:45","","","",""
"00:26:46","","","",""
"00:26:47","","","",""
"00:26:48","","","",""
"00:26:49","","","",""
"00:26:50","","","",""
"00:26:51","","","",""
"00:26:52","","","",""
"00:26:53","","","",""
"00:26:54","","","",""
"00:26:55","","","",""
"00:26:56","","","",""
"00:26:57","","","",""
"00:26:58","","","",""
"00:26:59","","","",""
"00:27:00","","","",""
"00:27:01","","","",""
"00:27:02","","","",""
"00:27:03","","","",""
"00:27:04","","","",""
"00:27:05","","","",""
"00:27:06","","","",""
"00:27:07","","","",""
"00:27:08","","","",""
"00:27:09","","","",""
"00:27:10","","","",""
"00:27:11","","","",""
"00:27:12","","","",""
"00:27:13","","","",""
"00:27:14","","","",""
"00:27:15","","","",""
"00:27:16","","","",""
"00:27:17","","","",""
"00:27:18","","","",""
"00:27:19","","","",""
"00:27:20","","","",""
"00:27:21","","","",""
"00:27:22","","","",""
"00:27:23","","","",""
"00:27:24","","","",""
"00:27:25","","","",""
"00:27:26","","","",""
"00:27:27","","","",""
"00:27:28","","","",""
"00:27:29","","","",""
"00:27:30","","","",""
"00:27:31","","","",""
"00:27:32","","","",""
"00:27:33","","","",""
"00:27:34","","","",""
"00:27:35","","","",""
"00:27:36","","","",""
"00:27:37","","","",""
"00:27:38","","","",""
"00:27:39","","","",""
"00:27:40","","","",""
"00:27:41","","","",""
"00:27:42","","","",""
"00:27:43","","","",""
"00:27:44","","","",""
"00:27:45","","","",""
"00:27:46","","","",""
"00:27:47","","","",""
"00:27:48","","","",""
"00:27:49","","","",""
"00:27:50","","","",""
"00:27:51","","","",""
"00:27:52","","","",""
"00:27:53","","","",""
"00:27:54","","","",""
"00:27:55","","","",""
"00:27:56","","","",""
"00:27:57","","","",""
"00:27:58","","","",""
"00:27:59","","","",""
"00:28:00","","","",""
"00:28:01","","","",""
"00:28:02","","","",""
"00:28:03","","","",""
"00:28:04","","","",""
"00:28:05","","","",""
"00:28:06","","","",""
"00:28:07","","","",""
"00:28:08","","","",""
"00:28:09","","","",""
"00:28:10","","","",""
"00:28:11","","","",""
"00:28:12","","","",""
"00:28:13","","","",""
"00:28:14","","","",""
"00:28:15","","","",""
"00:28:16","","","",""
"00:28:17","","","",""
"00:28:18","","","",""
"00:28:19","","","",""
"00:28:20","","","",""
"00:28:21","","","",""
"00:28:22","","","",""
"00:28:23","","","",""
"00:28:24","","","",""
"00:28:25","","","",""
"00:28:26","","","",""
"00:28:27","","","",""
"00:28:28","","","",""
"00:28:29","","","",""
"00:28:30","","","",""
"00:28:31","","","",""
"00:28:32","","","",""
"00:28:33","","","",""
"00:28:34","","","",""
"00:28:35","","","",""
"00:28:36","","","",""
"00:28:37","","","",""
"00:28:38","","","",""
"00:28:39","","","",""
"00:28:40","","","",""
"00:28:41","","","",""
"00:28:42","","","",""
"00:28:43","","","",""
"00:28:44","","","",""
"00:28:45","","","",""
"00:28:46","","","",""
"00:28:47","","","",""
"00:28:48","","","",""
"00:28:49","","","",""
"00:28:50","","","",""
"00:28:51","","","",""
"00:28:52","","","",""
"00:28:53","","","",""
"00:28:54","","","",""
"00:28:55","","","",""
"00:28:56","","","",""
"00:28:57","","","",""
"00:28:58","","","",""
"00:28:59","","","",""
"00:29:00","","","",""
"00:29:01","","","",""
"00:29:02","","","",""
"00:29:03","","","",""
"00:29:04","","","",""
"00:29:05","","","",""
"00:29:06","","","",""
"00:29:07","","","",""
"00:29:08","","","",""
"00:29:09","","","",""
"00:29:10","","","",""
"00:29:11","","","",""
"00:29:12","","","",""
"00:29:13","","","",""
"00:29:14","","","",""
"00:29:15","","","",""
"00:29:16","","","",""
"00:29:17","","","",""
"00:29:18","","","",""
"00:29:19","","","",""
"00:29:20","","","",""
"00:29:21","","","",""
"00:29:22","","","",""
"00:29:23","","","",""
"00:29:24","","","",""
"00:29:25","","","",""
"00:29:26","","","",""
"00:29:27","","","",""
"00:29:28","","","",""
"00:29:29","","","",""
"00:29:30","","","",""
"00:29:31","","","",""
"00:29:32","","","",""
"00:29:33","","","",""
"00:29:34","","","",""
"00:29:35","","","",""
"00:29:36","","","",""
"00:29:37","","","",""
"00:29:38","","","",""
"00:29:39","","","",""
"00:29:40","","","",""
"00:29:41","","","",""
"00:29:42","","","",""
"00:29:43","","","",""
"00:29:44","","","",""
"00:29:45","","","",""
"00:29:46","","","",""
"00:29:47","","","",""
"00:29:48","","","",""
"00:29:49","","","",""
"00:29:50","","","",""
"00:29:51","","","",""
"00:29:52","","","",""
"00:29:53","","","",""
"00:29:54","","","",""
"00:29:55","","","",""
"00:29:56","","","",""
"00:29:57","","","",""
"00:29:58","","","",""
"00:29:59","","","",""
"00:30:00","","","",""
"00:30:01","","","",""
"00:30:02","","","",""
"00:30:03","","","",""
"00:30:04","","","",""
"00:30:05","","","",""
"00:30:06","","","",""
"00:30:07","","","",""
"00:30:08","","","",""
"00:30:09","","","",""
"00:30:10","","","",""
"00:30:11","","","",""
"00:30:12","","","",""
"00:30:13","","","",""
"00:30:14","","","",""
"00:30:15","","","",""
"00:30:16","","","",""
"00:30:17","","","",""
"00:30:18","","","",""
"00:30:19","","","",""
"00:30:20","","","",""
"00:30:21","","","",""
"00:30:22","","","",""
"00:30:23","","","",""
"00:30:24","","","",""
"00:30:25","","","",""
"00:30:26","","","",""
"00:30:27","","","",""
"00:30:28","","","",""
"00:30:29","","","",""
"00:30:30","","","",""
"00:30:31","","","",""
"00:30:32","","","",""
"00:30:33","","","",""
"00:30:34","","","",""
"00:30:35","","","",""
"00:30:36","","","",""
"00:30:37","","","",""
"00:30:38","","","",""
"00:30:39","","","",""
"00:30:40","","","",""
"00:30:41","","","",""
"00:30:42","","","",""
"00:30:43","","","",""
"00:30:44","","","",""
"00:30:45","","","",""
"00:30:46","","","",""
"00:30:47","","","",""
"00:30:48","","","",""
"00:30:49","","","",""
"00:30:50","","","",""
"00:30:51","","","",""
"00:30:52","","","",""
"00:30:53","","","",""
"00:30:54","","","",""
"00:30:55","","","",""
"00:30:56","","","",""
"00:30:57","","","",""
"00:30:58","","","",""
"00:30:59","","","",""
"00:31:00","","","",""
"00:31:01","","","",""
"00:31:02","","","",""
"00:31:03","","","",""
"00:31:04","","","",""
"00:31:05","","","",""
"00:31:06","","","",""
"00:31:07","","","",""
"00:31:08","","","",""
"00:31:09","","","",""
"00:31:10","","","",""
"00:31:11","","","",""
"00:31:12","","","",""
"00:31:13","","","",""
"00:31:14","","","",""
"00:31:15","","","",""
"00:31:16","","","",""
"00:31:17","","","",""
"00:31:18","","","",""
"00:31:19","","","",""
"00:31:20","","","",""
"00:31:21","","","",""
"00:31:22","","","",""
"00:31:23","","","",""
"00:31:24","","","",""
"00:31:25","","","",""
"00:31:26","","","",""
"00:31:27","","","",""
"00:31:28","","","",""
"00:31:29","","","",""
"00:31:30","","","",""
"00:31:31","","","",""
"00:31:32","","","",""
"00:31:33","","","",""
"00:31:34","","","",""
"00:31:35","","","",""
"00:31:36","","","",""
"00:31:37","","","",""
"00:31:38","","","",""
"00:31:39","","","",""
"00:31:40","","","",""
"00:31:41","","","",""
"00:31:42","","","",""
"00:31:43","","","",""
"00:31:44","","","",""
"00:31:45","","","",""
"00:31:46","","","",""
"00:31:47","","","",""
"00:31:48","","","",""
"00:31:49","","","",""
"00:31:50","","","",""
"00:31:51","","","",""
"00:31:52","","","",""
"00:31:53","","","",""
"00:31:54","","","",""
"00:31:55","","","",""
"00:31:56","","","",""
"00:31:57","","","",""
"00:31:58","","","",""
"00:31:59","","","",""
"00:32:00","","","",""
"00:32:01","","","",""
"00:32:02","","","",""
"00:32:03","","","",""
"00:32:04","","","",""
"00:32:05","","","",""
"00:32:06","","","",""
"00:32:07","","","",""
"00:32:08","","","",""
"00:32:09","","","",""
"00:32:10","","","",""
"00:32:11","","","",""
"00:32:12","","","",""
"00:32:13","","","",""
"00:32:14","","","",""
"00:32:15","","","",""
"00:32:16","","","",""
"00:32:17","","","",""
"00:32:18","","","",""
